"","follower_count","following_count","like_count","retweet_count","Num_Syllables","Avg_Syllables","Avg_Words_in_Sentences","Flesh.Kincaid","Num_Big_words","Num_Long_Sentences","Num_Sentences","Num_Short_Sentences","Num_Urls","Num_words","Rate_Adv_adj","class","polarity","subjectibity"
"233",831684,176,12,0,26,2.6363636364,10,19.8090909091,6,0,1,0,1,11,0.0909090909,"real",0,0
"234",4265003,518,45,17,44,2.0909090909,5,11.2277272727,3,0,2,0,1,11,0,"real",0,0
"235",428743,852,14,0,44,2.2352941176,8,14.1014705882,7,0,2,1,1,17,0,"real",-0.125,0.375
"236",1113108,1736,14,2,19,2.15,9.5,13.68,8,0,2,1,1,20,0.05,"real",0,0
"237",1113108,1736,10,4,21,1.3333333333,4,1.8983333333,1,0,2,1,1,9,0,"real",0,0.25
"238",4265003,518,28,7,45,1.8571428571,20,14.5142857143,6,0,1,0,1,21,0.0952380952,"real",0,0
"239",7041608,4594,246,53,49,2.5555555556,17,21.5855555556,10,0,1,0,1,18,0.1111111111,"real",0,0
"240",4265003,518,73,21,21,2,20,16.2,8,0,1,0,1,21,0.0952380952,"real",-0.2,0.2
"241",4265003,518,16,6,43,2.35,19,19.94,9,0,1,0,1,20,0.1,"real",0.5,0.5
"242",4265003,518,16,6,34,2.1176470588,8,12.7132352941,8,0,2,1,1,17,0.1764705882,"real",0.175,0.275
"243",831684,176,34,9,42,2.7058823529,8,19.6544117647,6,0,2,1,1,17,0.1176470588,"real",0.178571428571429,0.285714285714286
"244",7041608,4594,155,44,35,1.7857142857,6.5,8.2114285714,5,0,2,1,1,14,0.0714285714,"real",0.25,0.5
"245",4265003,518,34,7,40,2.3157894737,18,19.1463157895,6,0,1,0,1,19,0.0526315789,"real",0,0
"246",1113108,1736,11,3,44,2.0769230769,6,11.4526923077,5,0,2,0,1,13,0.0769230769,"real",0.0625,0.3125
"247",12616790,61,20,5,27,2.4117647059,16,19.4988235294,11,0,1,0,1,17,0,"real",0,0
"248",7041608,4594,129,63,43,2.3529411765,16,18.8047058824,7,0,1,0,1,17,0.0588235294,"real",-0.6,0.9
"249",7041608,4594,125,45,31,2.3529411765,8,15.4897058824,9,0,2,1,1,17,0,"real",0.5,1
"250",4265003,518,53,8,46,1.9,19,14.63,7,0,1,0,1,20,0,"real",-0.155555555555556,0.288888888888889
"251",1113108,1736,10,5,38,2.7058823529,16,22.9694117647,9,0,1,0,1,17,0.1176470588,"real",-0.155555555555556,0.555555555555555
"252",12616791,61,30,14,37,2.1764705882,16,16.7223529412,8,0,1,0,1,17,0.2941176471,"real",0.75,0.95
"253",4265003,518,28,9,38,3.0909090909,10,25.1727272727,7,0,1,0,1,11,0.0909090909,"real",0.05,0.625
"254",1113108,1736,14,1,25,2,10,12.69,5,0,1,0,2,12,0.0833333333,"real",0.25,0.55
"255",428743,852,7,1,49,1.8181818182,10.5,10.1545454545,6,0,2,1,1,22,0.0909090909,"real",-0.435714285714286,0.607142857142857
"256",1113108,1736,7,2,27,1.75,3.5,6.62,2,0,2,2,1,8,0,"real",0,0.25
"257",210973,263,1,1,22,2.4545454545,10,17.6636363636,6,0,1,0,1,11,0.0909090909,"real",0,0
"258",210973,263,11,8,18,1.9,9,10.73,5,0,1,0,1,10,0.1,"real",0,0
"259",428743,852,0,0,42,1.7,19,12.27,8,0,1,0,1,20,0,"real",0.5,0.5
"260",7041608,4594,86,16,48,2.3157894737,18,19.1463157895,9,0,1,0,1,19,0.0526315789,"real",0.00666666666666667,0.0333333333333333
"261",428739,852,1,2,38,1.4,9,4.83,0,0,1,0,1,10,0,"real",0.357142857142857,0.571428571428571
"262",428743,852,3,1,41,2.1428571429,6.5,12.4257142857,8,0,2,1,1,14,0.1428571429,"real",0.35,0.65
"263",1113109,1736,18,2,14,1.8,4.5,7.6,2,0,2,0,1,10,0.1,"real",0,0
"264",831684,176,44,17,42,2.0869565217,7.3333333333,12.0260869565,5,0,3,2,1,23,0.1739130435,"real",0,0
"265",1113108,1736,6,1,18,2.2352941176,8,14.1014705882,9,0,2,0,1,17,0.1176470588,"real",0,0.1
"266",7041608,4594,54,17,43,1.8461538462,12,11.2646153846,5,0,1,0,1,13,0,"real",0,0
"267",1113108,1736,4,1,32,1.6666666667,13,9.9266666667,6,0,1,0,2,15,0.1333333333,"real",0,0
"268",428743,852,2,2,40,2.2,19,18.17,7,0,1,0,1,20,0.1,"real",0.0333333333333333,0.466666666666667
"269",26341731,71,652,236,23,1.7,9,8.37,3,0,1,0,1,10,0,"real",0,0.1
"270",7041608,4594,210,52,41,2.1333333333,7,12.5083333333,6,0,2,1,1,15,0,"real",0.8,1
"271",12616790,61,25,18,41,2.2777777778,17,18.3077777778,10,0,1,0,1,18,0.1666666667,"real",0.0333333333333333,0.127777777777778
"272",12616790,61,30,10,42,2.3888888889,8.5,16.1088888889,10,0,2,1,1,18,0.1111111111,"real",0,0
"2095",3,6,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2096",3,6,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2097",20,188,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2098",14708,11720,0,0,57,3,18,27.22,10,0,1,0,1,19,0,"fake",0,0
"2099",2,0,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2100",1,4,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2101",10,125,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2102",1,4,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2103",9,178,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2104",10,125,0,0,36,3,12,24.49,4,0,1,0,0,12,0,"fake",0,0
"2105",3,27,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2106",11,101,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2107",1,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2108",1,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2109",1,6,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2110",1,4,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2111",1,6,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2112",2,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2113",1,6,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2114",4,9,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2115",1,4,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2116",1,0,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2117",1,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2118",1,53,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2119",3,0,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2120",17562,9050,0,0,18,3,3,20.98,1,0,2,2,0,6,0.1666666667,"fake",0.85,1
"2121",1,53,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2122",4,105,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2123",2,4,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2124",10,125,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2125",2,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2126",10,125,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2127",1,0,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2128",14708,11720,0,0,36,3,10,24.49,6,0,1,0,2,12,0,"fake",0,0
"2129",1,0,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2130",17746,13,0,0,39,3.9,5,32.38,4,0,2,1,0,10,0.1,"fake",0.25,0.25
"2131",30304,6593,0,0,48,3,8,22.93,5,0,2,1,0,16,0.25,"fake",0.45,0.55
"2132",17746,13,2,0,33,3,2.75,20.8825,4,0,4,0,0,11,0.0909090909,"fake",0.9765625,0.888888888888889
"2133",11374,12476,0,0,150,3,12.5,24685,13,0,4,1,0,50,0.16,"fake",0.0958333333333333,0.4875
"2134",19503,220,0,0,39,3,13,24.88,4,0,1,0,0,13,0.1538461538,"fake",0,0
"2135",13349,11523,0,0,36,3,12,24.49,5,0,1,0,0,12,0.0833333333,"fake",-1,1
"2136",30304,6593,0,0,57,3,9.5,23515,4,0,2,1,0,19,0.0526315789,"fake",0,0
"2137",21024,8373,0,0,48,3,8,22.93,7,0,2,1,0,16,0.1875,"fake",-0.2,0
"2138",12033,10186,0,0,99,3,11,24.1,9,0,3,0,0,33,0.1515151515,"fake",0,0
"2139",14694,12192,0,0,42,3,13,25.27,3,0,1,0,1,14,0,"fake",0,0
"2140",1,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2141",3,6,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2142",10,125,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2143",6,92,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2144",6,92,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2145",3,104,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2146",9,178,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2147",3,6,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2148",2,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2149",11,101,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2150",9,178,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2151",1,53,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2152",9,178,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2153",1,53,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2154",2,8,0,1,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2155",1,6,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2156",10,125,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2157",20,188,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2158",11,101,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2159",1,0,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2160",20,188,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2161",14708,11720,0,0,33,3,10,24.1,4,0,1,0,1,11,0.0909090909,"fake",0,0
"2162",2,8,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2163",1,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2164",1,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2165",6,92,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2166",1,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2167",3,27,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2168",2,0,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2169",11,101,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2170",2,8,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2171",2,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2172",1,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2173",3,0,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2174",1,0,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2175",1,4,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2176",4,9,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2177",1,6,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2178",1,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2179",4,9,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2180",6,66,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2181",1,6,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2182",2,4,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2183",1,4,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2184",3,6,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2185",14708,11720,0,0,51,2.6842105263,18,23.4936842105,12,0,1,0,1,19,0.1052631579,"fake",0,0
"2186",2,4,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2187",4,105,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2188",9,178,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2189",2,4,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2190",2,26,0,0,30,3,4.5,21.76,7,0,2,1,1,10,0.2,"fake",-0.5,1
"2191",4,9,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2192",6,92,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2193",11,101,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2194",1,6,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2195",9,178,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2196",14708,11720,1,0,33,3,10,24.1,3,0,1,0,1,11,0,"fake",0,0
"2197",2,8,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2198",1,4,0,1,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2199",1,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2200",4,105,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2201",10,125,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2202",2,0,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2203",10,125,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2204",2,4,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2205",4,9,0,1,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2206",1,0,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2207",4,105,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2208",11,101,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2209",1,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2210",9,178,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2211",4,9,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2212",3,0,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2213",3,27,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2214",1,0,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2215",14708,11720,0,0,40,2.8571428571,13,23.5842857143,6,0,1,0,1,14,0.1428571429,"fake",0.4,0.5
"2216",20,188,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2217",3,27,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2218",3,104,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2219",4,105,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2220",1,0,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2221",20,188,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2222",9,178,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2223",3,104,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2224",1,53,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2225",3,104,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2226",2,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2227",2,0,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2228",11,101,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2229",3,27,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2230",2,8,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2231",2,8,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2232",11,101,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2233",20,188,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2234",3,6,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2235",1,4,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2236",3,104,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2237",10,125,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2238",20,188,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2239",2,8,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2240",17562,9050,0,0,66,3,7.3333333333,22.67,5,0,3,1,0,22,0.1818181818,"fake",0.3,0.75
"2241",4,9,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2242",1,53,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2243",3,104,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2244",3,27,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2245",1,0,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2246",2,4,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2247",1,4,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2248",3,0,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2249",3,104,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2250",4,105,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2251",4,9,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2252",4,105,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2253",1,6,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2254",3,6,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2255",2,8,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2256",0,109,1,1,30,3,10,23.71,3,0,1,0,0,10,0,"fake",0,0
"2257",6,92,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2258",1,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2259",3,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2260",10,125,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2261",6,92,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2262",4,9,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2263",14708,11720,0,0,54,3,17,26.83,9,0,1,0,1,18,0.0555555556,"fake",0,0
"2264",2,8,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2265",1,6,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2266",1,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2267",1,4,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2268",2,8,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2269",14708,11720,0,0,40,2.8571428571,13,23.5842857143,6,0,1,0,1,14,0.1428571429,"fake",0.4,0.5
"2270",3,6,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2271",6,66,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2272",3,104,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2273",1,53,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2274",2,0,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2275",3,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2276",6,66,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2277",11,101,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2278",3,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2279",20,188,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2280",3,27,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2281",1,53,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2282",2,26,1,0,72,3,7.6666666667,22.93,5,0,3,2,1,24,0.1666666667,"fake",-0.533333333333333,0.444444444444444
"2283",2,0,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2284",20,188,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2285",1,53,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2286",1,4,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2287",2,0,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2288",1,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2289",3,6,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2290",1,4,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2291",6,92,0,0,36,3,12,24.49,4,0,1,0,0,12,0,"fake",0,0
"2292",1,6,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2293",1,4,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2294",1,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2295",3,104,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2296",6,92,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2297",4,105,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2298",1,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2299",6,92,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2300",2,0,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2301",1,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2302",9,178,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2303",9,178,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2304",2,0,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2305",1,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2306",3,0,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2307",4,9,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2308",10,125,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2309",2,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2310",1,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2311",1,53,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2312",11,101,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2313",1,4,0,0,36,3,11,24.49,7,0,1,0,1,12,0,"fake",0,0
"2314",1,0,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2315",4,105,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2316",2,4,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2317",2,0,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2318",1,0,0,0,33,3,10,24.1,2,0,1,0,1,11,0.2727272727,"fake",0.1375,0.258333333333333
"2319",3,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2320",3,27,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2321",3,6,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2322",20,188,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2323",2,0,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2324",1,4,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2325",6,92,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2326",6,92,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
"2327",1,4,0,0,30,3,9,23.71,4,0,1,0,1,10,0.1,"fake",-0.0777777777777778,0.394444444444444
"2328",4,105,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2329",6,66,0,0,30,3,9,23.71,1,0,1,0,1,10,0,"fake",0,0
"2330",1,4,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2331",1,4,0,0,36,3,10,24.49,2,0,1,0,3,12,0,"fake",0,0
"2332",1,0,0,0,45,3,14,25.66,5,0,1,0,1,15,0.0666666667,"fake",0,0.25
"2333",3,27,0,0,45,3,14,25.66,8,0,1,0,1,15,0,"fake",0,0
